-5.8137,3.8257
-4.611,3.5105
-3.5078,3.2069
-3.7064,3.3902
-3.6143,3.4375
-2.2305,3.1511
-2.6528,2.9113
-4.1994,3.4037
-4.1923,3.6803
-0.80409,2.5807
-1.9699,2.9267
-1.2415,2.8942
-1.6071,2.3899
-2.8179,2.0381
-3.1144,2.7264
-2.7209,3.2719
-3.3808,3.128
-4.191,3.274
-4.1064,3.4193
-2.8401,2.6896
-2.318,2.5707
-3.8642,2.9947
-4.7239,2.9153
-4.6281,2.9985
-4.7164,3.3458
-8.0664,0.88728
-8.4709,1.2506
-8.3578,0.80677
-7.5901,0.7364
-7.598,1.2258
-7.9899,1.1744
-7.7364,1.4222
-7.6902,1.5809
-7.7656,1.5026
-8.255,1.401
-7.7063,0.52165
-7.8427,0.75488
-8.8168,1.6381
-8.2454,1.4691
-8.7248,1.7184
-9.4405,1.58
-9.4389,1.4516
-8.921,0.96977
-8.0731,1.3972
-7.5497,0.7815
-8.0522,0.58152
-8.342,1.7409
-8.3842,1.6422
-7.7272,1.6589
-8.5188,1.8645
-7.8249,1.9957
-6.3259,3.3986
-4.2462,3.0491
-2.6882,2.7776
-0.9181,2.6554
-2.6343,3.0271
-4.496,3.0442
-3.8607,3.231
-8.1994,1.2203
-8.0986,1.1489
-7.5894,0.072146
-7.6421,0.1588
-7.8914,1.5421
-7.3629,1.1599
-7.1269,1.3836
-7.1976,1.77
-7.4398,1.576
-7.8835,0.80799
-7.942,1.3652
-7.5124,0.46528
-6.7178,0.57874
-7.3118,1.5067
-7.2678,1.1843
-6.9588,1.3681
-7.1172,1.4089
-7.7899,1.6575
-8.5193,0.92569
-9.0668,1.0171
-7.5355,0.23477
-7.3374,0.41729
-7.9281,1.7617
-7.6632,1.3922
-7.3499,1.3509
-7.5675,1.5226
-7.7841,1.4205
-4.2925,3.1529
-3.5243,2.805
-2.5663,2.7714
-2.6705,2.8304
-3.669,2.8593
-3.4734,3.0001
-2.9338,3.1208
-3.2977,3.1136
-3.958,3.2526
-2.3383,2.645
-2.5139,2.7728
-4.0927,3.2275
-4.0563,3.1934
-2.2677,2.584
-2.1082,2.6318
-3.4571,2.5978
-3.3432,2.8167
-6.5202,4.74
-5.7008,4.7176
-6.2387,3.8859
-6.6284,3.9807
-6.3406,4.1684
-6.3333,3.8807
-6.232,4.1196
-6.7412,4.3882
-5.4135,4.3823
-4.0698,4.424
-3.8497,4.5368
-5.3151,4.4725
-5.5877,4.4282
-5.171,4.2539
-5.0507,4.1488
-4.0207,4.7193
-1.1606,4.9281
-2.6953,4.0909
-3.0838,4.0151
-4.0147,4.1567
-3.4712,3.784
-1.6352,3.94
-0.43269,3.6776
-9.9426,3.0103
-9.605,3.3714
-9.3159,3.0389
-9.1283,2.7646
-8.7884,3.2587
-9.1029,3.6426
-9.1998,3.2968
-8.9194,3.5485
-9.1159,3.7338
-7.467,3.1726
-7.5547,3.4263
-6.7413,2.9621
-7.3056,2.377
-7.8605,3.6408
-7.5229,3.6836
-7.2996,3.5053
-7.7868,3.6484
-8.085,3.3025
-8.0523,3.4304
-8.1306,2.3511
-7.5799,2.3802
-7.5251,3.6677
-7.8662,3.5741
-7.1834,3.3557
-7.1234,3.6133
-7.5438,2.864
-6.8589,3.8607
-6.4835,4.1563
-7.0014,2.8108
-7.1509,1.8989
-7.1639,3.269
-7.1143,3.0863
-6.6805,3.4729
-6.4154,3.3069
-6.2862,4.5189
-6.6728,4.5817
-4.7576,4.2748
-4.8328,4.0912
-5.9374,4.1165
-5.1925,4.4156
-5.5951,3.991
-6.0651,4.3139
-6.29,4.549
-6.5817,4.5241
-7.0352,4.4042
-6.0495,3.6334
-5.7029,3.6097
-5.5722,4.4517
-5.9573,4.0767
-6.1112,3.7997
-5.4389,4.3126
-5.139,4.6033
-5.4725,3.7148
-5.2724,4.4522
-4.2354,4.1702
-4.1493,3.8074
-4.7219,4.2576
-5.0603,4.2354
-4.4921,3.9984
-3.9042,4.1619
-8.8087,3.201
-8.7735,3.4756
-8.2626,3.9
-7.6588,3.3573
-7.793,2.7386
-8.4691,2.6088
-7.7663,3.1105
-7.9754,4.1944
-8.4114,3.8501
-8.3987,3.3243
-7.3676,3.3054
-7.1659,2.5053
-7.9834,2.318
-7.5199,3.5888
-7.6191,3.2482
-7.3525,3.017
-7.7802,3.425
-7.4162,3.0897
-7.876,3.4143
-8.1862,2.7348
-7.9433,2.2773
-8.1951,3.4578
-8.4895,3.3722
-8.1292,3.0678
-8.6023,3.2966
-2.5076,3.8114
-3.3685,4.0759
-4.7529,4.3692
-3.9964,4.2976
-4.6721,3.9749
-3.4355,4.49
-3.1753,4.3455
-4.0863,4.2443
-4.6269,4.5854
-4.7268,4.0485
-5.1489,4.9047
-4.519,4.5634
-4.8557,4.2624
-4.6217,4.7086
-3.2311,4.529
-4.1516,4.3481
-4.7431,4.2586
-3.8992,4.7651
-4.3809,5.2411
-4.5144,4.5353
-4.0501,4.388
-0.81376,4.4473
-1.1604,4.3803
-4.4973,5.1597
-4.5195,4.7533
-6.6026,3.1422
-7.5207,2.9707
-6.8329,2.4894
-6.51,2.8298
-6.8115,3.0901
-6.8241,2.9313
-6.9605,3.1561
-7.1726,3.5997
-7.7928,3.9404
-5.2284,2.4855
-6.2464,2.9643
-5.9062,3.0891
-5.8636,3.4143
-6.2549,3.3936
-5.6765,2.8046
-5.753,3.1653
-6.652,2.9382
-5.9609,3.1098
-6.7133,3.2866
-6.7507,2.6955
-5.8748,2.9229
-5.354,2.7714
-4.9479,2.7264
-5.4772,3.5605
-5.4499,3.5952
-4.0753,4.918
-3.6037,4.8592
-3.426,4.9897
-3.6857,4.9943
-1.9834,4.8471
-1.8368,4.7531
-3.8725,5.2088
