-5.8137,3.8257,1.5477
-4.611,3.5105,1.7118
-3.5078,3.2069,0.91797
-3.7064,3.3902,0.82938
-3.6143,3.4375,1.0338
-2.2305,3.1511,0.50795
-2.6528,2.9113,0.89247
-4.1994,3.4037,1.8969
-4.1923,3.6803,2.161
-0.80409,2.5807,2.1301
-1.9699,2.9267,1.7586
-1.2415,2.8942,0.34575
-1.6071,2.3899,-0.10269
-2.8179,2.0381,0.51286
-3.1144,2.7264,0.23672
-2.7209,3.2719,0.99418
-3.3808,3.128,1.7323
-4.191,3.274,1.1899
-4.1064,3.4193,1.1878
-2.8401,2.6896,0.20752
-2.318,2.5707,-0.045119
-3.8642,2.9947,0.13333
-4.7239,2.9153,0.41025
-4.6281,2.9985,1.3404
-4.7164,3.3458,1.3236
-8.0664,0.88728,-0.22541
-8.4709,1.2506,0.25579
-8.3578,0.80677,-1.1511
-7.5901,0.7364,-1.0462
-7.598,1.2258,-0.50345
-7.9899,1.1744,-0.222
-7.7364,1.4222,-0.066578
-7.6902,1.5809,0.12021
-7.7656,1.5026,-0.59845
-8.255,1.401,-0.26484
-7.7063,0.52165,-1.0777
-7.8427,0.75488,-1.0701
-8.8168,1.6381,-0.4494
-8.2454,1.4691,-0.32132
-8.7248,1.7184,-0.19606
-9.4405,1.58,0.12813
-9.4389,1.4516,-0.2033
-8.921,0.96977,-1.131
-8.0731,1.3972,-0.94765
-7.5497,0.7815,-1.5467
-8.0522,0.58152,-1.4123
-8.342,1.7409,0.01224
-8.3842,1.6422,0.045836
-7.7272,1.6589,-0.38447
-8.5188,1.8645,-0.53818
-7.8249,1.9957,-0.56265
-6.3259,3.3986,1.888
-4.2462,3.0491,2.2876
-2.6882,2.7776,1.0073
-0.9181,2.6554,0.7089
-2.6343,3.0271,0.85507
-4.496,3.0442,1.484
-3.8607,3.231,1.278
-8.1994,1.2203,-0.084397
-8.0986,1.1489,-0.23119
-7.5894,0.072146,-1.7265
-7.6421,0.1588,-1.6795
-7.8914,1.5421,-0.48081
-7.3629,1.1599,-0.72045
-7.1269,1.3836,-0.53075
-7.1976,1.77,0.054949
-7.4398,1.576,0.016154
-7.8835,0.80799,-0.89538
-7.942,1.3652,-0.23118
-7.5124,0.46528,-1.3424
-6.7178,0.57874,-1.4245
-7.3118,1.5067,-0.71759
-7.2678,1.1843,-0.37871
-6.9588,1.3681,-0.53977
-7.1172,1.4089,-0.36383
-7.7899,1.6575,-0.39934
-8.5193,0.92569,-0.66071
-9.0668,1.0171,-0.55185
-7.5355,0.23477,-1.5618
-7.3374,0.41729,-1.5606
-7.9281,1.7617,-0.69087
-7.6632,1.3922,-0.69917
-7.3499,1.3509,-0.5427
-7.5675,1.5226,-0.5118
-7.7841,1.4205,-0.55514
-4.2925,3.1529,0.85426
-3.5243,2.805,1.257
-2.5663,2.7714,0.55347
-2.6705,2.8304,0.56583
-3.669,2.8593,1.5872
-3.4734,3.0001,0.64588
-2.9338,3.1208,0.68095
-3.2977,3.1136,1.9065
-3.958,3.2526,1.6344
-2.3383,2.645,1.6956
-2.5139,2.7728,1.1273
-4.0927,3.2275,0.83378
-4.0563,3.1934,1.0928
-2.2677,2.584,1.1111
-2.1082,2.6318,1.231
-3.4571,2.5978,1.7989
-3.3432,2.8167,1.9316
-6.5202,4.74,1.1423
-5.7008,4.7176,0.72467
-6.2387,3.8859,0.21622
-6.6284,3.9807,-0.32732
-6.3406,4.1684,-0.1051
-6.3333,3.8807,-0.082751
-6.232,4.1196,0.84987
-6.7412,4.3882,0.84726
-5.4135,4.3823,0.25973
-4.0698,4.424,0.48201
-3.8497,4.5368,0.50511
-5.3151,4.4725,-0.12511
-5.5877,4.4282,-0.50291
-5.171,4.2539,-0.69103
-5.0507,4.1488,0.41934
-4.0207,4.7193,-0.27508
-1.1606,4.9281,0.3319
-2.6953,4.0909,-0.84827
-3.0838,4.0151,-1.1592
-4.0147,4.1567,-0.024318
-3.4712,3.784,0.259
-1.6352,3.94,0.29704
-0.43269,3.6776,-1.8895
-9.9426,3.0103,0.76814
-9.605,3.3714,1.4345
-9.3159,3.0389,0.26783
-9.1283,2.7646,0.070483
-8.7884,3.2587,0.36724
-9.1029,3.6426,1.3348
-9.1998,3.2968,1.0843
-8.9194,3.5485,0.64699
-9.1159,3.7338,1.4253
-7.467,3.1726,0.89962
-7.5547,3.4263,0.8962
-6.7413,2.9621,0.24591
-7.3056,2.377,0.19883
-7.8605,3.6408,0.96668
-7.5229,3.6836,0.86917
-7.2996,3.5053,0.72983
-7.7868,3.6484,1.1802
-8.085,3.3025,1.4005
-8.0523,3.4304,1.5923
-8.1306,2.3511,-0.095949
-7.5799,2.3802,-0.15715
-7.5251,3.6677,0.96812
-7.8662,3.5741,0.9721
-7.1834,3.3557,0.84301
-7.1234,3.6133,0.85128
-7.5438,2.864,-0.051235
-6.8589,3.8607,1.059
-6.4835,4.1563,1.2015
-7.0014,2.8108,-0.29723
-7.1509,1.8989,-0.55608
-7.1639,3.269,0.86881
-7.1143,3.0863,0.5554
-6.6805,3.4729,0.97706
-6.4154,3.3069,0.41705
-6.2862,4.5189,1.3004
-6.6728,4.5817,1.6118
-4.7576,4.2748,0.262
-4.8328,4.0912,-0.035193
-5.9374,4.1165,1.134
-5.1925,4.4156,0.97222
-5.5951,3.991,0.51129
-6.0651,4.3139,1.1469
-6.29,4.549,1.6824
-6.5817,4.5241,1.5745
-7.0352,4.4042,1.6676
-6.0495,3.6334,-0.03013
-5.7029,3.6097,-0.55999
-5.5722,4.4517,0.84209
-5.9573,4.0767,0.47319
-6.1112,3.7997,0.022724
-5.4389,4.3126,0.61544
-5.139,4.6033,0.67758
-5.4725,3.7148,0.6548
-5.2724,4.4522,0.79161
-4.2354,4.1702,-0.5141
-4.1493,3.8074,-0.84859
-4.7219,4.2576,0.71001
-5.0603,4.2354,0.28842
-4.4921,3.9984,0.37283
-3.9042,4.1619,0.39198
-8.8087,3.201,0.90948
-8.7735,3.4756,1.8044
-8.2626,3.9,1.7653
-7.6588,3.3573,0.77192
-7.793,2.7386,0.28529
-8.4691,2.6088,0.44913
-7.7663,3.1105,0.27707
-7.9754,4.1944,1.4498
-8.4114,3.8501,1.3726
-8.3987,3.3243,1.2874
-7.3676,3.3054,1.7142
-7.1659,2.5053,0.65491
-7.9834,2.318,0.27564
-7.5199,3.5888,1.5147
-7.6191,3.2482,1.2908
-7.3525,3.017,0.97737
-7.7802,3.425,1.3601
-7.4162,3.0897,0.99071
-7.876,3.4143,1.1468
-8.1862,2.7348,0.29149
-7.9433,2.2773,0.18182
-8.1951,3.4578,1.4758
-8.4895,3.3722,1.0112
-8.1292,3.0678,0.89397
-8.6023,3.2966,1.4646
-2.5076,3.8114,1.1518
-3.3685,4.0759,0.71692
-4.7529,4.3692,0.1986
-3.9964,4.2976,0.55484
-4.6721,3.9749,1.0212
-3.4355,4.49,0.84495
-3.1753,4.3455,0.64277
-4.0863,4.2443,0.55053
-4.6269,4.5854,0.59257
-4.7268,4.0485,0.35051
-5.1489,4.9047,0.49456
-4.519,4.5634,-0.1862
-4.8557,4.2624,-0.23698
-4.6217,4.7086,0.25764
-3.2311,4.529,0.042735
-4.1516,4.3481,0.11322
